Rk|Coach|From|To|Last School|Yrs|G|W|L|T|Pct|BG|BW|BL|BT|BPct|Notes
206|Barry Switzer|1973|1988|Oklahoma|16|190|157|29|4|.837|13|8|5|0|.615|
207|John Symank|1971|1973|Texas-Arlington|3|32|11|21|0|.344|0|0|0|0||
1|Willie Taggart|2010|2019|Florida State|10|118|56|62|0|.475|1|0|1|0|.000|
2|Jim Tait|1974|1979|Richmond|6|65|21|44|0|.323|0|0|0|0||
3|Trusty Tallman|1934|1936|West Virginia|3|29|15|12|2|.552|0|0|0|0||
4|Augie Tammariello|1974|1979|Louisiana|6|67|30|35|2|.463|0|0|0|0||
5|J. Wilder Tasker|1923|1925|William & Mary|3|30|20|9|1|.683|0|0|0|0||
6|Al Tassi|1942|1943|San Francisco|2|18|7|11|0|.389|0|0|0|0||
7|Charlie Tate|1964|1970|Miami (FL)|7|64|34|27|3|.555|2|1|1|0|.500|
8|William Tate|1964|1968|Wake Forest|5|50|17|32|1|.350|0|0|0|0||
9|Jim Tatum|1942|1958|Maryland|14|142|100|35|7|.729|6|3|2|1|.583|
10|Chuck Taylor|1951|1957|Stanford|7|71|40|29|2|.577|1|0|1|0|.000|
11|Fred Taylor|1967|1970|Texas Christian|4|41|15|25|1|.378|0|0|0|0||
12|Kip Taylor|1949|1954|Oregon State|6|56|20|36|0|.357|0|0|0|0||
13|Grant Teaff|1972|1992|Baylor|21|239|128|105|6|.548|8|4|4|0|.500|
14|Eddie Teague|1957|1965|Citadel|9|91|45|44|2|.505|1|1|0|0|1.000|
15|Gus Tebell|1925|1936|Virginia|8|76|27|43|6|.395|0|0|0|0||
16|Jeff Tedford|2002|2019|Fresno State|14|179|108|71|0|.603|10|7|3|0|.700|
17|Buddy Teevens|1992|2004|Stanford|8|89|20|69|0|.225|0|0|0|0||record adjusted to 21-68-0 by NCAA
18|Jon Tenuta|2007|2007|Georgia Tech|1|1|0|1|0|.000|1|0|1|0|.000|
19|Lou Tepper|1991|1996|Illinois|6|58|25|31|2|.448|3|1|2|0|.333|
20|Ralph Thacker|1913|1914|Wyoming|2|11|1|10|0|.091|0|0|0|0||
21|Bob Thalman|1971|1981|Virginia Military Institute|11|119|46|70|3|.399|0|0|0|0||
22|Roger Theder|1978|1981|California|4|45|17|28|0|.378|1|0|1|0|.000|
23|Glenn Thistlethwaite|1922|1941|Richmond|18|160|88|59|13|.591|0|0|0|0||
24|Frank Thomas|1931|1946|Alabama|15|146|115|24|7|.812|6|4|2|0|.667|
25|Jack Thomas|1962|1962|Hardin-Simmons|1|10|1|9|0|.100|0|0|0|0||
26|Frank Thompson|1911|1913|Wake Forest|3|24|5|19|0|.208|0|0|0|0||
27|H. Thompson|1898|1899|Lehigh|2|21|5|15|1|.262|0|0|0|0||
28|John Thompson|2003|2013|Arkansas State|4|25|5|20|0|.200|2|2|0|0|1.000|
29|Joseph Thompson|1908|1912|Pittsburgh|5|46|30|14|2|.674|0|0|0|0||
30|T. Thompson|1894|1894|Union (NY)|1|7|3|4|0|.429|0|0|0|0||
31|Chris Thomsen|2012|2012|Texas Tech|1|1|1|0|0|1.000|1|1|0|0|1.000|
32|Fred Thomsen|1929|1941|Arkansas|13|127|56|61|10|.480|1|0|0|1|.500|
33|Samuel Thorne|1896|1896|Yale|1|14|13|1|0|.929|0|0|0|0||
34|Tiny Thornhill|1933|1939|Stanford|7|67|35|25|7|.575|3|1|2|0|.333|
35|Chris Thurmond|2007|2007|Houston|1|1|0|1|0|.000|1|0|1|0|.000|
36|J.J. Tigert|1915|1916|Kentucky|2|15|10|2|3|.767|0|0|0|0||
37|Ken Tillage|1977|1977|Southern|1|4|0|4|0|.000|0|0|0|0||
38|Joe Tiller|1991|2008|Purdue|18|219|126|92|1|.578|11|4|7|0|.364|
39|Pete Tillman|1955|1956|Wichita State|2|20|11|8|1|.575|0|0|0|0||
40|S.D. Tilson|1942|1942|Virginia Tech|1|10|7|2|1|.750|0|0|0|0||
41|Tex Tilson|1933|1940|Washington & Lee|8|73|31|36|6|.466|0|0|0|0||
42|Gaynell Tinsley|1948|1954|Louisiana State|7|75|35|34|6|.507|1|0|1|0|.000|
43|E.M. Tipton|1918|1918|Texas Christian|1|7|4|3|0|.571|0|0|0|0||
44|Jeff Tisdel|1996|1999|Nevada|4|45|23|22|0|.511|1|1|0|0|1.000|
45|Robert Titchenal|1953|1964|San Jose State|11|108|45|61|2|.426|0|0|0|0||
46|Billy Tohill|1971|1973|Texas Christian|3|26|11|15|0|.423|0|0|0|0||
47|Bob Toledo|1979|2011|Tulane|16|180|78|102|0|.433|3|1|2|0|.333|
48|Russell Tollefson|1919|1919|Grinnell|1|6|1|4|1|.250|0|0|0|0||
49|Rick Tolley|1969|1970|Marshall|2|19|6|13|0|.316|0|0|0|0||
50|Ted Tollner|1983|2001|San Diego State|12|138|69|68|1|.504|4|1|3|0|.250|
51|Dick Tomey|1977|2009|San Jose State|29|335|183|145|7|.557|8|5|3|0|.625|
52|John Tomlin|1943|1943|Arkansas|1|9|2|7|0|.222|0|0|0|0||
53|Carl Torbush|1997|2000|North Carolina|4|35|17|18|0|.486|2|2|0|0|1.000|
54|Chris Tormey|1996|2003|Nevada|8|92|43|49|0|.467|1|1|0|0|1.000|
55|Dick Towers|1973|1973|Southern Illinois|1|11|3|7|1|.318|0|0|0|0||
56|Gary Tranquill|1982|1986|Navy|5|55|20|34|1|.373|0|0|0|0||
57|Paul Tratt|1901|1901|Grinnell|1|9|7|1|1|.833|0|0|0|0||
58|Don Treadwell|2011|2013|Miami (OH)|3|29|8|21|0|.276|0|0|0|0||
59|T.C. Trenchard|1913|1915|North Carolina|3|28|19|8|1|.696|0|0|0|0||
60|Jim Tressel|2001|2010|Ohio State|10|128|106|22|0|.828|10|6|4|0|.600|record adjusted to 94-21-0 by NCAA
61|Jim Trimble|1948|1950|Wichita State|3|30|13|14|3|.483|1|0|1|0|.000|
62|Frank Tritico|1944|1944|Randolph Field|1|12|12|0|0|1.000|0|0|0|0||
63|Eddy Troxel|1974|1974|Idaho|1|11|2|8|1|.227|0|0|0|0||
64|Irl Tubbs|1936|1938|Iowa|3|26|8|15|3|.365|0|0|0|0||
65|Tommy Tuberville|1995|2016|Cincinnati|21|258|159|99|0|.616|13|7|6|0|.538|
66|Mel Tucker|2019|2019|Colorado|1|12|5|7|0|.417|0|0|0|0||
67|Marques Tuiasosopo|2013|2013|Washington|1|1|1|0|0|1.000|1|1|0|0|1.000|
68|L.C. Turner|1907|1907|Purdue|1|5|0|5|0|.000|0|0|0|0||
69|Ron Turner|1992|2016|Florida International|13|143|52|91|0|.364|2|1|1|0|.500|
70|Alvin Twitchell|1922|1924|Brigham Young|3|19|5|13|1|.289|0|0|0|0||
71|Bob Tyler|1973|1981|North Texas|7|78|41|34|3|.545|1|1|0|0|1.000|record adjusted to 23-53-2 by NCAA
1|P.W. Underwood|1969|1974|Southern Mississippi|6|65|31|32|2|.492|0|0|0|0||
2|J.D. Upton|1897|1898|Tufts|2|23|7|16|0|.304|0|0|0|0||
3|Doc Urich|1966|1970|Northern Illinois|5|50|24|26|0|.480|0|0|0|0||
4|Elliot Uzelac|1975|1989|Navy|10|110|46|64|0|.418|0|0|0|0||
1|Louis Vail|1894|1894|Illinois|1|8|5|3|0|.625|0|0|0|0||
2|James Valek|1967|1970|Illinois|4|40|8|32|0|.200|0|0|0|0||
3|Bob Valesente|1986|1987|Kansas|2|22|4|17|1|.205|0|0|0|0||
4|Arthur Valpey|1948|1949|Harvard|2|17|5|12|0|.294|0|0|0|0||
5|Jesse Van Doozer|1897|1897|Northwestern|1|8|5|3|0|.625|0|0|0|0||
6|J.A. Van Fleet|1923|1924|Florida|2|19|12|3|4|.737|0|0|0|0||
7|Conrad Van Gent|1916|1921|Stanford|2|17|11|4|2|.706|0|0|0|0||
8|John Van Liew|1927|1930|North Carolina State|2|17|3|14|0|.176|0|0|0|0||
9|Henderson Van Surdam|1908|1908|Sewanee|1|8|4|1|3|.688|0|0|0|0||
10|W.T. VandeGraaff|1926|1937|Colorado College|12|94|46|43|5|.516|0|0|0|0||
11|Ron Vanderlinden|1997|2000|Maryland|4|44|15|29|0|.341|0|0|0|0||
12|Pie Vann|1963|1968|Southern Mississippi|6|56|34|21|1|.616|0|0|0|0||
13|Harry Varner|1915|1915|Virginia|1|9|8|1|0|.889|0|0|0|0||
14|John Vaught|1947|1973|Mississippi|25|263|190|61|12|.745|18|10|8|0|.556|
15|George Veenker|1931|1936|Iowa State|6|51|21|22|8|.490|0|0|0|0||
16|Rick Venturi|1978|1980|Northwestern|3|33|1|31|1|.045|0|0|0|0||
17|Joe Verducci|1943|1949|Saint Mary's (CA)|4|35|15|16|4|.486|0|0|0|0||
18|Dick Vermeil|1974|1975|UCLA|2|23|15|5|3|.717|1|1|0|0|1.000|
19|John Vesser|1944|1944|Idaho State|1|9|4|5|0|.444|0|0|0|0||
20|Matt Viator|2016|2019|Louisiana-Monroe|4|48|19|29|0|.396|0|0|0|0||
21|H.H. Vincent|1893|1894|Lafayette|2|19|7|12|0|.368|0|0|0|0||
22|Robert Voigts|1947|1954|Northwestern|8|73|33|39|1|.459|1|1|0|0|1.000|
23|Fred Vonappen|1996|1998|Hawaii|3|36|5|31|0|.139|0|0|0|0||
24|Richard Voris|1958|1960|Virginia|3|30|1|29|0|.033|0|0|0|0||
25|Carl Voyles|1940|1947|Auburn|5|46|21|24|1|.467|0|0|0|0||
1|Jim Wacker|1983|1996|Minnesota|14|155|56|97|2|.368|1|0|1|0|.000|
2|Frank Wade|1899|1899|Syracuse|1|8|4|4|0|.500|0|0|0|0||
3|Wallace Wade|1923|1950|Duke|24|230|171|49|10|.765|5|2|2|1|.500|
4|E.O. Wagenhurst|1888|1891|Pennsylvania|4|56|38|18|0|.679|0|0|0|0||
5|Bob Wagner|1987|1995|Hawaii|9|110|58|49|3|.541|2|1|1|0|.500|
6|Julius Wagner|1942|1946|Colorado State|3|24|8|15|1|.354|0|0|0|0||
7|Jim Walden|1978|1994|Iowa State|17|188|69|112|7|.386|1|0|1|0|.000|record adjusted to 70-111-7 by NCAA
8|George Walder|1909|1909|Cornell|1|8|3|4|1|.438|0|0|0|0||
9|Pappy Waldorf|1929|1956|California|28|265|157|89|19|.628|3|0|3|0|.000|
10|D.C. Walker|1937|1950|Wake Forest|14|134|77|51|6|.597|2|1|1|0|.500|
11|DeWayne Walker|2007|2012|New Mexico State|5|51|10|41|0|.196|1|0|1|0|.000|
12|Ed Walker|1933|1937|Mississippi|5|55|28|21|6|.564|1|0|1|0|.000|
13|Hilman Walker|1942|1942|Arizona State|1|10|2|8|0|.200|0|0|0|0||
14|Randy Walker|1990|2005|Northwestern|16|182|95|82|5|.536|3|0|3|0|.000|record adjusted to 96-81-5 by NCAA
15|Wade Walker|1956|1961|Mississippi State|6|56|22|32|2|.411|0|0|0|0||
16|Bobby Wallace|1998|2005|Temple|8|90|19|71|0|.211|0|0|0|0||
17|Dwight Wallace|1978|1984|Ball State|7|77|40|37|0|.519|0|0|0|0||
18|Jack Wallace|1971|1976|Drake|6|67|23|43|1|.351|0|0|0|0||
19|Bill Walsh|1977|1994|Stanford|5|59|34|24|1|.585|3|3|0|0|1.000|
20|Jerry Wampfler|1970|1972|Colorado State|3|33|8|25|0|.242|0|0|0|0||
21|Dave Wannstedt|2005|2010|Pittsburgh|6|73|42|31|0|.575|2|1|1|0|.500|
22|Brian Ward|2015|2015|Bowling Green State|1|1|0|1|0|.000|1|0|1|0|.000|
23|Dallas Ward|1948|1958|Colorado|11|110|63|41|6|.600|1|1|0|0|1.000|
24|G.B. Ward|1904|1904|New Hampshire|1|7|2|5|0|.286|0|0|0|0||
25|Lorenzo Ward|2018|2018|Louisville|1|2|0|2|0|.000|0|0|0|0||
26|Robert Ward|1967|1968|Maryland|2|19|2|17|0|.105|0|0|0|0||
27|William Ward|1896|1896|Michigan|1|10|9|1|0|.900|0|0|0|0||
28|Murray Warmath|1952|1971|Minnesota|20|191|97|84|10|.534|2|1|1|0|.500|
29|Pop Warner|1897|1938|Temple|42|446|311|103|32|.733|4|1|2|1|.375|
30|William Warner|1905|1907|Colgate|3|25|12|9|4|.560|0|0|0|0||
31|John Warren|1942|1942|Oregon|1|8|2|6|0|.250|0|0|0|0||
32|Rice Warren|1916|1916|South Carolina|1|9|2|7|0|.222|0|0|0|0||
33|W. Warren|1913|1921|Virginia|3|26|17|7|2|.692|0|0|0|0||
34|Bill Wasmund|1910|1910|Texas|1|8|6|2|0|.750|0|0|0|0||record adjusted to 6-2-0 by NCAA
35|Bob Waters|1977|1981|Western Carolina|5|55|25|28|2|.473|0|0|0|0||
36|Frank Waters|1980|1982|Michigan State|3|33|10|23|0|.303|0|0|0|0||
37|W.H. Watkins|1902|1902|Vanderbilt|1|9|8|1|0|.889|0|0|0|0||
38|Jack Watson|1916|1917|Utah State|2|15|8|5|2|.600|0|0|0|0||
39|Lester Watt|1927|1935|Grinnell|9|76|27|42|7|.401|0|0|0|0||
40|Morris Watts|2002|2002|Michigan State|1|5|1|2|0|.333|0|0|0|0||
41|R.N. Watts|1903|1903|Baylor|1|8|4|3|1|.563|0|0|0|0||
42|Charlie Weatherbie|1992|2009|Louisiana-Monroe|17|191|76|115|0|.398|2|2|0|0|1.000|
43|Davis Weathersby|1977|1977|Mississippi Valley State|1|10|5|5|0|.500|0|0|0|0||
44|DeWitt Weaver|1951|1960|Texas Tech|10|105|49|51|5|.490|3|2|1|0|.667|
45|Doug Weaver|1960|1975|Southern Illinois|9|91|11|78|2|.132|0|0|0|0||
46|Jim Weaver|1933|1974|Villanova|5|42|13|28|1|.321|0|0|0|0||
47|Archie Webb|1905|1905|Baylor|1|7|1|6|0|.143|0|0|0|0||
48|Bob Weber|1969|1984|Louisville|9|97|36|61|0|.371|0|0|0|0||
49|Bill Weeks|1960|1967|New Mexico|8|82|40|41|1|.494|1|1|0|0|1.000|
50|Harrison Weeks|1903|1904|Beloit|2|18|10|7|1|.583|0|0|0|0||
51|John Weinheimer|1944|1946|New York University|3|22|10|12|0|.455|0|0|0|0||
52|Charlie Weis|2005|2014|Kansas|8|90|41|49|0|.456|3|1|2|0|.333|
53|TJ Weist|2013|2016|South Florida|2|9|4|5|0|.444|1|1|0|0|1.000|
54|Gus Welch|1919|1922|Washington State|4|27|16|10|1|.611|0|0|0|0||
55|Ralph Welch|1942|1947|Washington|5|45|23|19|3|.544|0|0|0|0||
56|Matt Wells|2013|2019|Texas Tech|7|90|48|42|0|.533|4|2|2|0|.500|
57|George Welsh|1973|2000|Virginia|28|325|189|132|4|.588|15|5|10|0|.333|
58|Tommy West|1993|2009|Memphis|15|169|80|89|0|.473|9|3|6|0|.333|
59|H.M. Wheaton|1914|1914|Kansas|1|8|5|2|1|.688|0|0|0|0||
60|Neil Wheelwright|1968|1980|Holy Cross|13|135|61|72|2|.459|0|0|0|0||
61|Charles Whelan|1903|1924|Boston University|5|48|14|33|1|.302|0|0|0|0||
62|John Whelchel|1942|1943|Navy|2|18|13|5|0|.722|0|0|0|0||
63|Mark Whipple|2014|2018|Massachusetts|5|60|16|44|0|.267|0|0|0|0||
64|Berry Whitaker|1920|1922|Texas|3|26|22|3|1|.865|0|0|0|0||
65|Arthur White|1902|1902|Boston College|1|8|0|7|1|.063|0|0|0|0||
66|Harold White|1943|1945|Colorado College|3|24|14|9|1|.604|0|0|0|0||
67|J.L. White|1920|1921|Wake Forest|2|19|4|15|0|.211|0|0|0|0||
68|Mike White|1972|1987|Illinois|14|157|81|72|4|.529|3|0|3|0|.000|record adjusted to 82-71-4 by NCAA
69|Wilbur White|1936|1936|Colorado Mines|1|8|2|6|0|.250|0|0|0|0||
70|Mickey Whitehurst|1908|1908|North Carolina State|1|7|6|1|0|.857|0|0|0|0||
71|George Whitney|1902|1904|Sewanee|3|22|14|8|0|.636|0|0|0|0||
72|W.S. Whitney|1906|1907|Georgia|2|15|6|7|2|.467|0|0|0|0||
73|Kyle Whittingham|2004|2019|Utah|16|195|131|64|0|.672|14|11|3|0|.786|
74|Bill Whitton|1970|1970|Holy Cross|1|11|0|10|1|.045|0|0|0|0||
75|Jennings Whitworth|1950|1957|Alabama|8|81|26|51|4|.346|0|0|0|0||
76|Frank Wickhorst|1946|1946|California|1|9|2|7|0|.222|0|0|0|0||
77|Carroll Widdoes|1944|1945|Ohio State|2|18|16|2|0|.889|0|0|0|0||
78|Woody Widenhofer|1985|2001|Vanderbilt|9|99|27|71|1|.278|0|0|0|0||
79|Tad Wieman|1927|1942|Princeton|7|57|29|24|4|.544|0|0|0|0||
80|Paul Wiggin|1980|1983|Stanford|4|44|16|28|0|.364|0|0|0|0||
81|John Wilce|1913|1928|Ohio State|16|120|78|33|9|.688|1|0|1|0|.000|
82|Justin Wilcox|2017|2019|California|3|38|20|18|0|.526|2|1|1|0|.500|
83|Bobby Wilder|2014|2019|Old Dominion|6|73|31|42|0|.425|1|1|0|0|1.000|
84|Harold Wilkes|1971|1972|Chattanooga|2|22|4|18|0|.182|0|0|0|0||
85|Bud Wilkinson|1947|1963|Oklahoma|17|178|145|29|4|.826|8|6|2|0|.750|
86|Sam Willaman|1922|1933|Ohio State|9|73|40|25|8|.603|0|0|0|0||
87|A.L. Williams|1976|1977|Northwestern State|2|21|11|10|0|.524|0|0|0|0||
88|Bob Williams|1906|1926|Clemson|6|46|21|19|6|.522|0|0|0|0||
89|Bobby Williams|1999|2002|Michigan State|4|31|16|17|0|.485|2|2|0|0|1.000|
90|C.R. Williams|1903|1907|Virginia Tech|2|19|15|4|0|.789|0|0|0|0||
91|Henry Williams|1891|1921|Minnesota|23|186|140|34|12|.785|0|0|0|0||
92|J. Williams|1905|1906|Dickinson|2|17|7|8|2|.471|0|0|0|0||
93|Jerry Williams|1955|1957|Montana|3|29|6|23|0|.207|0|0|0|0||
94|Silas Williams|1920|1921|Chattanooga|2|18|7|10|1|.417|0|0|0|0||
95|Ivy Williamson|1949|1955|Wisconsin|7|64|41|19|4|.672|1|0|1|0|.000|
96|Richard Williamson|1975|1980|Memphis|6|66|31|35|0|.470|0|0|0|0||record adjusted to 32-34-0 by NCAA
97|Tyrone Willingham|1995|2008|Washington|14|165|76|88|1|.464|5|1|4|0|.200|
98|Ray Willsey|1964|1971|California|8|83|40|42|1|.488|0|0|0|0||
99|Barry Wilson|1990|1993|Duke|4|44|13|30|1|.307|0|0|0|0||
100|Ben Wilson|1969|1970|Wichita State|2|19|2|17|0|.105|0|0|0|0||
101|Bert Wilson|1898|1902|Wesleyan (CT)|5|49|26|21|2|.551|0|0|0|0||
102|Frank Wilson|2016|2019|Texas-San Antonio|4|48|19|29|0|.396|1|0|1|0|.000|
103|Kevin Wilson|2011|2016|Indiana|6|73|26|47|0|.356|2|0|2|0|.000|
104|Red Wilson|1979|1982|Duke|4|44|16|27|1|.375|0|0|0|0||
105|Tom Wilson|1978|1981|Texas A&M|4|40|21|19|0|.525|2|2|0|0|1.000|
106|Byron Wimberly|1923|1924|Washington (MO)|2|16|7|9|0|.438|0|0|0|0||
107|Edgar Wingard|1906|1906|Pittsburgh|1|10|6|4|0|.600|0|0|0|0||
108|J.J. Winn|1923|1923|Kentucky|1|9|4|3|2|.556|0|0|0|0||
109|Robert Winslow|1949|1951|Arizona|3|31|12|18|1|.403|0|0|0|0||
110|Wallie Winter|1893|1893|Minnesota|1|6|6|0|0|1.000|0|0|0|0||
111|Carl Wise|1952|1953|Washington & Lee|2|20|7|13|0|.350|0|0|0|0||
112|M.E. Witham|1906|1906|Purdue|1|5|0|5|0|.000|0|0|0|0||
113|Myron Witham|1920|1931|Colorado|12|96|63|26|7|.693|0|0|0|0||
114|Everett Withers|2011|2018|Texas State|4|48|14|34|0|.292|1|0|1|0|.000|
115|Paul Withington|1916|1924|Columbia|2|16|9|5|2|.625|0|0|0|0||
116|Dutch Witte|1933|1938|Wyoming|6|49|16|30|3|.357|0|0|0|0||
117|Bernie Witucki|1953|1954|Tulsa|2|21|3|18|0|.143|0|0|0|0||
118|Raymond Wolf|1936|1953|Tulane|13|126|64|55|7|.536|0|0|0|0||
119|Alex Wood|2014|2014|Buffalo|1|4|2|2|0|.500|0|0|0|0||
120|Jim Wood|1968|1972|New Mexico State|5|52|21|30|1|.413|0|0|0|0||
121|Joseph Wood|1914|1914|Virginia|1|9|8|1|0|.889|0|0|0|0||
122|William Wood|1938|1940|Army|3|28|12|13|3|.482|0|0|0|0||
123|Woody Woodard|1957|1959|Wichita State|3|30|10|18|2|.367|0|0|0|0||
124|Bob Woodruff|1947|1959|Florida|13|132|72|52|8|.576|3|2|1|0|.667|
125|George Woodruff|1892|1927|Georgia|17|216|172|41|3|.803|0|0|0|0||
126|Jeff Woodruff|2000|2003|Eastern Michigan|4|46|11|35|0|.239|0|0|0|0||
127|Chris Woods|2018|2018|Texas State|1|1|0|1|0|.000|0|0|0|0||
128|Sparky Woods|1989|1993|South Carolina|5|55|24|28|3|.464|0|0|0|0||record adjusted to 25-27-3 by NCAA
129|Warren Woodson|1941|1967|New Mexico State|23|240|147|82|11|.635|7|6|1|0|.857|
130|Chalmer Woodward|1953|1956|Southern Methodist|4|40|19|20|1|.488|0|0|0|0||
131|Mike Working|1980|1981|Appalachian State|2|22|9|11|2|.455|0|0|0|0||
132|C. Noel Workman|1928|1930|Iowa State|3|25|3|21|1|.140|0|0|0|0||
133|Lud Wray|1930|1930|Pennsylvania|1|9|5|4|0|.556|0|0|0|0||
134|Brian Wright|2013|2013|Florida Atlantic|1|4|4|0|0|1.000|0|0|0|0||
135|Hoover Wright|1977|1977|Prairie View A&M|1|11|3|8|0|.273|0|0|0|0||
136|Jim Wright|1974|1978|Wichita State|5|55|17|37|1|.318|0|0|0|0||
137|Paul Wright|1935|1937|Western State|3|22|7|15|0|.318|0|0|0|0||
138|Paul Wulff|2008|2011|Washington State|4|49|9|40|0|.184|0|0|0|0||
139|Bowden Wyatt|1947|1962|Tennessee|16|160|99|56|5|.634|4|2|2|0|.500|
140|Sam Wyche|1983|1983|Indiana|1|11|3|8|0|.273|0|0|0|0||
141|C.A. Wynne|1934|1937|Kentucky|4|39|20|19|0|.513|0|0|0|0||
142|Chet Wynne|1930|1933|Auburn|4|39|22|15|2|.590|0|0|0|0||
1|Kemper Yancey|1911|1911|Virginia|1|10|8|2|0|.800|0|0|0|0||
2|Jim Yeager|1937|1947|Colorado|9|79|40|36|3|.525|0|0|0|0||
3|Bill Yeoman|1962|1986|Houston|25|276|160|108|8|.594|11|6|4|1|.591|
4|Fielding Yost|1901|1926|Michigan|25|204|165|29|10|.833|1|1|0|0|1.000|
5|Bill Young|1896|1896|Bucknell|1|8|5|2|1|.688|0|0|0|0||
6|Jim Young|1973|1990|Army|17|193|120|71|2|.627|6|5|1|0|.833|
7|Lou Young|1923|1929|Pennsylvania|7|66|49|15|2|.758|0|0|0|0||
8|Ralph Young|1925|1927|Michigan State|3|25|10|14|1|.420|0|0|0|0||
9|Tom Young|1943|1943|North Carolina|1|9|6|3|0|.667|0|0|0|0||
10|William Young|1950|1953|Furman|4|40|18|19|3|.488|0|0|0|0||
11|Monk Younger|1923|1931|Davidson|9|89|44|38|7|.534|0|0|0|0||
12|John Yovicsin|1957|1970|Harvard|14|125|78|42|5|.644|0|0|0|0||
13|Joseph Yukica|1968|1981|Dartmouth|14|143|88|54|1|.619|0|0|0|0||
14|Bill Yung|1977|1985|Texas-El Paso|8|90|26|62|2|.300|0|0|0|0||
1|Stan Zajdel|1960|1962|Dayton|3|30|5|25|0|.167|0|0|0|0||
2|Ed Zaunbrecher|1994|1998|Louisiana-Monroe|5|56|20|36|0|.357|0|0|0|0||
3|Fred Zechman|1983|1985|New Mexico State|3|33|8|25|0|.242|0|0|0|0||record adjusted to 9-24-0 by NCAA
4|Zimmie Zimoski|1924|1924|Millsaps|1|9|3|5|1|.389|0|0|0|0||
5|G.G. Zitrides|1950|1950|Brown|1|9|1|8|0|.111|0|0|0|0||
6|Ron Zook|2002|2011|Illinois|10|122|57|65|0|.467|4|1|3|0|.250|
7|Robert Zuppke|1913|1941|Illinois|29|224|131|81|12|.612|0|0|0|0||
